index,price
1,290682.5227019535
2,1023057.6726714573
3,180015.2875913956
4,422758.3715657086
5,318439.3735879963
6,687356.8233947746
7,783887.4830495672
8,351268.238096489
9,450497.3212039115
10,1381137.551791765
11,260170.62847076944
12,563278.9709971161
13,195375.65501457657
14,474538.0762485537
15,870458.8623868561
16,488376.5324948727
17,670827.4797520228
18,259506.8637998671
19,617397.1053156585
20,288390.8146825348
21,292948.6740404188
22,240771.32250795094
23,256890.87581327424
24,269431.7890082882
25,577221.0676972971
26,647065.5779667029
27,301187.450696173
28,287932.7799022711
29,886695.3890751004
30,607290.9660657299
31,294034.8406612794
32,548925.5719914138
33,532278.7718128873
34,616759.5334220396
35,250136.06296915864
36,223081.54105801054
37,635936.6480272745
38,988041.1061544215
39,3777243.3914318075
40,361742.0308896261
41,243240.56653103448
42,1772352.0345215148
43,262949.7159073508
44,586351.7233152707
45,383948.8142342119
46,1120791.553299556
47,548327.2940495405
48,246206.89507514855
49,316176.5601494604
50,959504.6937747058
51,653462.5825551121
52,556677.5405759276
53,238606.3608706491
54,304135.32366618817
55,387642.47793561034
56,877079.916422317
57,362195.8547669898
58,429030.01195840293
59,509759.8103033098
60,551582.2560391553
61,354547.7114200315
62,1179105.2882055584
63,503757.5896657987
64,846062.4589588129
65,421638.4991897427
66,301926.4663965592
67,574558.2335078088
68,381944.84554587887
69,849578.7340850094
70,448498.9608715146
71,407376.06978407485
72,581346.0525136312
73,263190.67661189934
74,664381.9752495175
75,700494.7289552938
76,410295.6001421573
77,236636.49450510019
78,459822.5716051239
79,547776.0198624728
80,269328.9408002377
81,859849.7374997658
82,508505.2844278351
83,1274150.602132293
84,523526.4035039144
85,672037.9172972034
86,308543.8440777769
87,524424.799471252
88,434906.54711375665
89,301004.93509752414
90,1185542.5989620788
91,448191.92784963036
92,887212.8830171203
93,448405.64472512517
94,866320.435802677
95,224219.05155806418
96,306725.88431080536
97,402533.3809829068
98,161856.30257582793
99,291207.55495117564
100,831857.6330225712
101,290149.45954067644
102,670179.4119207643
103,875793.5128108065
104,195156.1040914234
105,244129.60116346634
106,204597.38898299943
107,2169085.983220528
108,451152.8973914802
109,323973.2701684763
110,597327.9140634107
111,2115460.270183636
112,269773.2048473443
113,1080880.9317464568
114,622564.7759723257
115,283646.8916563984
116,435859.65857169445
117,670504.5410725526
118,424757.235479512
119,335192.97470239724
120,458997.22443645453
121,527554.2973009107
122,940001.7841582727
123,409533.9769030033
124,303317.59888816066
125,474201.5953661568
126,315837.1679370666
127,554827.9554404956
128,537638.7647708078
129,296717.2904044947
130,354838.69529112836
131,277756.84771989845
132,413804.62792871706
133,1417548.2089308354
134,506994.508603591
135,216449.86015624332
136,307930.9827641428
137,496337.40018788783
138,803540.054525297
139,236792.70400454447
140,573652.9773319217
141,1058356.297399276
142,591121.8432151269
143,200883.4055890629
144,786507.0235568518
145,720680.0090623891
146,298786.3844357894
147,306449.15513262426
148,629653.1605497361
149,494006.48274738085
150,320717.2057085646
